,tour,place,prize,team
825,Korea Dota League Season 3,4,"$5,652",Zephyr
826,Sina Cup Supernova Dota 2 Open Season 5,1,"$8,141",Invictus Gaming
827,Sina Cup Supernova Dota 2 Open Season 5,2,"$4,884",Vici Gaming
828,Sina Cup Supernova Dota 2 Open Season 5,3,"$1,628",LAI Gaming
829,Sina Cup Supernova Dota 2 Open Season 5,4,$651,LGD.CDEC
830,Sina Cup Supernova Dota 2 Open Season 5,4,$651,HyperGloryTeam
831,Sina Cup Supernova Dota 2 Open Season 5,4,$651,LGD Gaming
832,Sina Cup Supernova Dota 2 Open Season 5,4,$651,TongFu
833,Sina Cup Supernova Dota 2 Open Season 5,4,$651,LV Gaming
834,Sina Cup Supernova Dota 2 Open Season 5,4,$651,Wings Gaming
835,Sina Cup Supernova Dota 2 Open Season 5,4,$651,Dream Gaming
836,Sina Cup Supernova Dota 2 Open Season 5,4,$651,WDL.u5
837,Sina Cup Supernova Dota 2 Open Season 5,4,$651,Speed Gaming.cn
838,NVIDIA Game 24,1,"$7,000",Cloud9
839,NVIDIA Game 24,2,"$4,000",Team Tinker
840,NVIDIA Game 24,3,"$2,000",Evil Geniuses
841,NVIDIA Game 24,3,"$2,000",Alliance
842,IeSF Asian Championships,1,"$5,000",MVP Phoenix
843,IeSF Asian Championships,2,"$3,000",MSI-EvoGT
844,IeSF Asian Championships,3,"$2,000",Arcanys
845,IeSF Asian Championships,3,"$2,000",The Prime
846,IeSF Asian Championships,3,"$2,000",Orange Esports
847,IeSF Asian Championships,3,"$2,000",MiTH.Trust
848,IeSF Asian Championships,3,"$2,000",Mineski
849,IeSF Asian Championships,3,"$2,000",The Mongolz
850,Game Show League Season 1,1,"$20,000",NVMI
851,Game Show League Season 1,2,"$10,000",Natus Vincere
852,Game Show League Season 1,3,"$7,000",Virtus.pro
853,Game Show League Season 1,3,"$7,000",Team Empire
854,Game Show League Season 1,5,"$3,000",Moscow Five
855,Game Show League Season 1,5,"$3,000",HellRaisers
856,Megafon Battle Arena,1,"$10,000",Team Tinker
857,Megafon Battle Arena,2,"$5,000",Natus Vincere
858,Megafon Battle Arena,2,"$5,000",Virtus.pro
859,Megafon Battle Arena,2,"$5,000",Team Empire
860,Korea Dota League Season 2,1,"$9,870",MVP Phoenix
861,Korea Dota League Season 2,1,"$9,870",Pokerface
862,V Games Tournament,1,"$8,021",Team DK
863,V Games Tournament,2,"$3,208",Newbee
864,V Games Tournament,3,"$1,604",Invictus Gaming
865,V Games Tournament,4,$802,Speed Gaming.cn
866,V Games Tournament,5,$321,LGD.CDEC
867,V Games Tournament,5,$321,HyperGloryTeam
868,V Games Tournament,5,$321,Vici Gaming
869,V Games Tournament,5,$321,TongFu.WanZhou
870,V Games Tournament,9,$160,Orenda
871,V Games Tournament,9,$160,CIS Game
872,V Games Tournament,9,$160,DT^Club
873,V Games Tournament,9,$160,LGD Gaming
874,WVW National Electronic Sports Classic/June,1,"$5,500",Invictus Gaming
875,WVW National Electronic Sports Classic/June,2,"$1,300",Newbee
876,WVW National Electronic Sports Classic/June,3,$400,Team DK
877,WVW National Electronic Sports Classic/June,3,$400,Vici Gaming
878,WVW National Electronic Sports Classic/June,5,$160,CIS Game
879,WVW National Electronic Sports Classic/June,5,$160,HyperGloryTeam
880,WVW National Electronic Sports Classic/June,5,$160,LGD Gaming
881,WVW National Electronic Sports Classic/June,5,$160,DT^Club
882,GEST The Challenge June,1,"$7,000",Invictus Gaming
883,GEST The Challenge June,2,"$2,000",Team DK
884,GEST The Challenge June,3,"$1,000",Newbee
885,GEST The Challenge June,3,"$1,000",LGD Gaming
886,GEST The Challenge June,3,"$1,000",Vici Gaming
887,GEST The Challenge June,3,"$1,000",CIS Game
888,GEST The Challenge June,3,"$1,000",DT^Club
889,GEST The Challenge June,3,"$1,000",Arrow Gaming
890,GEST The Challenge June,3,"$1,000",Pokerface
891,GEST The Challenge June,3,"$1,000",Mineski
892,GEST The Challenge June,3,"$1,000",Scythe Gaming
893,GEST The Challenge June,3,"$1,000",Orange Esports
894,GEST The Challenge June,3,"$1,000",Alapets^TRIC 
895,GEST The Challenge June,3,"$1,000",Titan
896,GEST The Challenge June,3,"$1,000",TongFu
897,GEST The Challenge June,3,"$1,000",MiTH.Trust
898,CDEC New Star Challenge,1,"$9,600",Team DK
899,CDEC New Star Challenge,2,"$4,800",Newbee
900,CDEC New Star Challenge,3,"$1,600",Vici Gaming
901,CDEC New Star Challenge,3,"$1,600",Invictus Gaming
902,CDEC New Star Challenge,5,$80,LGD.CDEC
903,CDEC New Star Challenge,5,$80,HyperGloryTeam
904,CDEC New Star Challenge,7,$80,TongFu.WanZhou
905,CDEC New Star Challenge,7,$80,LGD Gaming
906,CDEC New Star Challenge,7,$80,DT^Club
907,CDEC New Star Challenge,10,$80,Happyboys
908,CDEC New Star Challenge,11,$80,WDL.u5
909,CDEC New Star Challenge,11,$80,Speed Gaming.cn
910,Korea Dota League Season 2 - Tier 1,1,"$21,714",MVP Phoenix
911,Korea Dota League Season 2 - Tier 1,2,"$15,792",Pokerface
912,Korea Dota League Season 2 - Tier 1,3,"$15,792",Zephyr
913,Korea Dota League Season 2 - Tier 1,4,"$10,857",Rave
914,ECL 2014 Spring,1,"$16,104",Team DK
915,ECL 2014 Spring,2,"$3,221",Newbee
916,ECL 2014 Spring,3,"$1,610",Invictus Gaming
917,ECL 2014 Spring,3,"$1,610",Vici Gaming
918,ECL 2014 Spring,3,"$1,610",LGD Gaming
919,ECL 2014 Spring,3,"$1,610",HyperGloryTeam
920,ECL 2014 Spring,3,"$1,610",CNB.cn
921,ECL 2014 Spring,3,"$1,610",New Element
922,ECL 2014 Spring,3,"$1,610",Speed Gaming.cn
923,ECL 2014 Spring,3,"$1,610",DT^Club
924,ECL 2014 Spring,3,"$1,610",CIS Game
925,ECL 2014 Spring,3,"$1,610",TongFu.WanZhou
926,American Dota League Season 2,1,"$6,000",mousesports
927,American Dota League Season 2,2,"$2,000",Team Liquid
928,American Dota League Season 2,3,"$1,000",Na`Vi North America
929,American Dota League Season 2,3,"$1,000",Sneaky Nyx Assassins
930,American Dota League Season 2,3,"$1,000",Shadows of the Past
931,American Dota League Season 2,3,"$1,000",Team eHug
932,American Dota League Season 2,3,"$1,000",Revenge eSports
933,American Dota League Season 2,3,"$1,000",Top5
934,American Dota League Season 2,3,"$1,000",No Earthspirit
935,American Dota League Season 2,3,"$1,000",Osiris Gaming
936,American Dota League Season 2,3,"$1,000",Union Gaming
937,American Dota League Season 2,3,"$1,000",Isurus Gaming
938,American Dota League Season 2,3,"$1,000",CNB e-Sports Club
939,Techlabs Cup 2014 Season 2,1,"$5,000",Power Rangers
940,Techlabs Cup 2014 Season 2,2,"$3,000",Virtus.pro
941,Techlabs Cup 2014 Season 2,3,"$1,000",DreamTeam168
942,Techlabs Cup 2014 Season 2,3,"$1,000",Relax
943,WVW National Electronic Sports Classic/April,1,"$5,432",HyperGloryTeam
944,WVW National Electronic Sports Classic/April,2,"$1,278",Vici Gaming
945,WVW National Electronic Sports Classic/April,3,$399,TongFu.WanZhou
946,WVW National Electronic Sports Classic/April,3,$399,Talent.cn
947,WVW National Electronic Sports Classic/April,5,$240,LGD Gaming
948,WVW National Electronic Sports Classic/April,5,$240,Orenda
949,WVW National Electronic Sports Classic/April,5,$240,Newbee
950,WVW National Electronic Sports Classic/April,5,$240,TI9 Champion
951,WVW National Electronic Sports Classic/April,9,$159,DT^Club
952,WVW National Electronic Sports Classic/April,9,$159,New Element
953,WVW National Electronic Sports Classic/April,9,$159,Onmb
954,WVW National Electronic Sports Classic/April,9,$159,BLHH
955,WVW National Electronic Sports Classic/April,9,$159,CIS Game
956,WVW National Electronic Sports Classic/April,9,$159,Invictus Gaming
957,WVW National Electronic Sports Classic/April,9,$159,ABCBA
958,WVW National Electronic Sports Classic/April,9,$159,Paa.cn
959,DreamHack Bucharest Invitational,1,"$15,300",Alliance
960,DreamHack Bucharest Invitational,2,"$8,700",Cloud9
961,DreamHack Bucharest Invitational,3,"$6,200",Fluffy Bears
962,DreamHack Bucharest Invitational,4,$600,Fnatic
963,Fragbite Masters 2014,1,"$17,000",RoX.KIS
964,Fragbite Masters 2014,2,"$7,800",Monomaniac
965,Fragbite Masters 2014,3,"$3,000",Fnatic
966,Fragbite Masters 2014,3,"$3,000",Team Empire
967,Fragbite Masters 2014,3,"$3,000",Turtle Masters
968,Fragbite Masters 2014,3,"$3,000",Power Rangers
969,Fragbite Masters 2014,3,"$3,000",4 Friends + Chrillee
970,Fragbite Masters 2014,3,"$3,000",Team Liquid
971,Fragbite Masters 2014,3,"$3,000",Team Dog
972,Fragbite Masters 2014,3,"$3,000",NEXT.kz
973,Fragbite Masters 2014,3,"$3,000",Vast Cast
974,Fragbite Masters 2014,3,"$3,000",tRICKED eSport
975,Fragbite Masters 2014,3,"$3,000",Meet Your Makers
976,Fragbite Masters 2014,3,"$3,000",Sigma.int
977,MLG T.K.O. Europe,1,"$14,000",Fnatic
978,MLG T.K.O. Europe,2,"$8,500",Team Empire
979,MLG T.K.O. Europe,3,"$4,500",RoX.KIS
980,MLG T.K.O. Europe,4,"$1,500",Power Rangers
981,MLG T.K.O. Europe,4,"$1,500",Natus Vincere
982,MLG T.K.O. Europe,4,"$1,500",Sigma.int
983,MLG T.K.O. Europe,4,"$1,500",NEXT.kz
984,MLG T.K.O. Europe,4,"$1,500",Virtus.pro
985,Korean Dota League,1,"$14,490",Zephyr
986,Korean Dota League,1,"$14,490",MVP Phoenix
987,MLG T.K.O. America,1,"$14,000",Evil Geniuses
988,MLG T.K.O. America,2,"$8,500",Team Liquid
989,MLG T.K.O. America,3,"$4,500",Cloud9
990,MLG T.K.O. America,4,"$1,500",Team eHug
991,MLG T.K.O. America,4,"$1,500",Revenge eSports
992,MLG T.K.O. America,4,"$1,500",Denial eSports
993,MLG T.K.O. America,4,"$1,500",Swagenteiger
994,MLG T.K.O. America,4,"$1,500",Pool Sorcery Some Tangoes
995,Techlabs Cup 2014 Season 1,1,"$10,000",Team Empire
996,Techlabs Cup 2014 Season 1,2,"$5,000",NEXT.kz
997,Techlabs Cup 2014 Season 1,3,"$3,000",RoX.KIS
998,Techlabs Cup 2014 Season 1,4,"$2,000",Virtus.pro
999,XMG Captains Draft Invitational,1,"$19,300",Fnatic
1000,XMG Captains Draft Invitational,2,"$9,650",Natus Vincere
1001,XMG Captains Draft Invitational,3,"$4,825",Sigma.int
1002,XMG Captains Draft Invitational,3,"$4,825",Alliance
1003,XMG Captains Draft Invitational,3,"$4,825",Team Liquid
1004,XMG Captains Draft Invitational,3,"$4,825",RoX.KIS
1005,Netolic Pro League #5 East,1,"$8,100",Invictus Gaming
1006,Netolic Pro League #5 East,2,"$1,600",LGD Gaming
1007,Netolic Pro League #5 East,3,$800,Vici Gaming
1008,Netolic Pro League #5 East,3,$800,Newbee
1009,Netolic Pro League #5 East,3,$800,CNB.cn
1010,Netolic Pro League #5 East,3,$800,Titan
1011,Netolic Pro League #5 East,3,$800,Arrow Gaming
1012,Netolic Pro League #5 East,3,$800,Scythe Gaming
1013,Korean Dota League - Tier 1,1,"$49,266",Zephyr
1014,Korean Dota League - Tier 1,2,"$20,160",MVP Phoenix
1015,Korean Dota League - Tier 1,3,"$4,800",Bird Gang
1016,Korean Dota League - Tier 1,4,"$4,800",5 in QO
1017,Monster Energy Invitational,1,"$10,000",Evil Geniuses
1018,Monster Energy Invitational,2,"$3,000",Cloud9
1019,Monster Energy Invitational,3,"$2,000",Team Liquid
1020,Monster Energy Invitational,3,"$2,000",Team eHug
1021,Sina Cup Supernova Dota 2 Open/Season 3,1,"$9,798",Team DK
1022,Sina Cup Supernova Dota 2 Open/Season 3,2,"$3,266",Vici Gaming
1023,Sina Cup Supernova Dota 2 Open/Season 3,3,"$1,633",DT^Club
1024,Sina Cup Supernova Dota 2 Open/Season 3,3,"$1,633",LGD Gaming
1025,Sina Cup Supernova Dota 2 Open/Season 3,3,"$1,633",Invictus Gaming
1026,Sina Cup Supernova Dota 2 Open/Season 3,3,"$1,633",CIS Game
1027,Sina Cup Supernova Dota 2 Open/Season 3,3,"$1,633",Titan
1028,Sina Cup Supernova Dota 2 Open/Season 3,3,"$1,633",CNB.cn
1029,Sina Cup Supernova Dota 2 Open/Season 3,3,"$1,633",No8 Network
1030,Sina Cup Supernova Dota 2 Open/Season 3,3,"$1,633",New Element
1031,Sina Cup Supernova Dota 2 Open/Season 3,3,"$1,633",Heart Get Together
1032,Sina Cup Supernova Dota 2 Open/Season 3,3,"$1,633",Newbee
1033,Electronic Sports Prime Shock Therapy Cup,1,"$7,000",S A D B O Y S
1034,Electronic Sports Prime Shock Therapy Cup,2,"$2,000",Team Empire
1035,Electronic Sports Prime Shock Therapy Cup,3,"$1,000",Team Liquid
1036,Electronic Sports Prime Shock Therapy Cup,3,"$1,000",Speed Gaming.int
1037,Electronic Sports Prime Shock Therapy Cup,3,"$1,000",Team eHug
1038,Electronic Sports Prime Shock Therapy Cup,3,"$1,000",Fnatic
1039,Electronic Sports Prime Shock Therapy Cup,3,"$1,000",RoX.KIS
1040,Electronic Sports Prime Shock Therapy Cup,3,"$1,000",Sigma.int
1041,Pinnacle Sports Pro-Am,1,"$10,250",Sigma.int
1042,Pinnacle Sports Pro-Am,2,"$3,400",RoX.KIS
1043,Pinnacle Sports Pro-Am,2,"$3,400",Fnatic
1044,Pinnacle Sports Pro-Am,2,"$3,400",Pretty Boy Swag
1045,Pinnacle Sports Pro-Am,2,"$3,400",NEXT.kz
1046,Pinnacle Sports Pro-Am,2,"$3,400",Team Empire
1047,Pinnacle Sports Pro-Am,2,"$3,400",Revenge eSports
1048,Pinnacle Sports Pro-Am,2,"$3,400",Team Liquid
1049,Pinnacle Sports Pro-Am,2,"$3,400",Oslik Gaming
1050,Pinnacle Sports Pro-Am,2,"$3,400",mousesports
1051,Pinnacle Sports Pro-Am,2,"$3,400",Relax
1052,Pinnacle Sports Pro-Am,2,"$3,400",Power Rangers
1053,Pinnacle Sports Pro-Am,2,"$3,400",Speed Gaming.int
1054,Pinnacle Sports Pro-Am,2,"$3,400",4 Clover & Lepricon
1055,Pinnacle Sports Pro-Am,2,"$3,400",hehe united
1056,Pinnacle Sports Pro-Am,2,"$3,400",sQreen's Squad
1057,Asian Cyber Games,1,"$15,000",Titan
1058,Asian Cyber Games,2,"$9,000",Mineski
1059,Asian Cyber Games,3,"$6,000",MiTH.Trust
1060,Asian Cyber Games,3,"$6,000",StarTale
1061,Asian Cyber Games,3,"$6,000",Rex Regum Qeon
1062,Asian Cyber Games,3,"$6,000",First Departure
1063,Asian Cyber Games,3,"$6,000",Spirit Gaming
1064,Asian Cyber Games,3,"$6,000",Oblique Gaming
1065,Asian Cyber Games,3,"$6,000",Team RevivaL
1066,Fengyun Dota 2 Tournament,1,"$9,893",Team DK
1067,Fengyun Dota 2 Tournament,2,"$2,473",TongFu
1068,Fengyun Dota 2 Tournament,3,$824,Invictus Gaming
1069,Fengyun Dota 2 Tournament,3,$824,LGD Gaming
1070,Fengyun Dota 2 Tournament,3,$824,Vici Gaming
1071,Fengyun Dota 2 Tournament,3,$824,DT^Club
1072,Fengyun Dota 2 Tournament,3,$824,Titan
1073,Fengyun Dota 2 Tournament,3,$824,Speed Gaming.int
1074,Fengyun Dota 2 Tournament,3,$824,TongFu.WanZhou
1075,Fengyun Dota 2 Tournament,3,$824,First Departure
1076,Fengyun Dota 2 Tournament,3,$824,New Element
1077,Fengyun Dota 2 Tournament,3,$824,MVP Phoenix
1078,Fengyun Dota 2 Tournament,3,$824,StarTale
1079,Fengyun Dota 2 Tournament,3,$824,Heart Get Together
1080,Fengyun Dota 2 Tournament,3,$824,For.Love
1081,Fengyun Dota 2 Tournament,3,$824,Team Subvert
1082,Fragbite Masters 2013,1,"$15,205",Alliance
1083,Fragbite Masters 2013,2,"$7,603",Fnatic
1084,Fragbite Masters 2013,3,"$2,129",Power Rangers
1085,Fragbite Masters 2013,3,"$2,129",WARMAKER
1086,Fragbite Masters 2013,5,$836,MCCBT Kawaii
1087,Fragbite Masters 2013,5,$836,Super Strong Dinosaurs
1088,Fragbite Masters 2013,5,$836,4 Friends + Chrillee
1089,Fragbite Masters 2013,5,$836,Ahead Gaming
1090,Fragbite Masters 2013,5,$836,hehe united
1091,Fragbite Masters 2013,5,$836,Speed Gaming.int
1092,Fragbite Masters 2013,5,$836,mousesports
1093,Fragbite Masters 2013,5,$836,QPAD Red Pandas
1094,Fragbite Masters 2013,5,$836,Sigma.fr
1095,Fragbite Masters 2013,5,$836,Terrible Terrible Damage
1096,Fragbite Masters 2013,5,$836,Stay Free
1097,Fragbite Masters 2013,5,$836,Virtus.pro
1098,Fragbite Masters 2013,5,$836,Cede Nullis
1099,Fragbite Masters 2013,5,$836,UrsaStroitHramm
1100,Fragbite Masters 2013,5,$836,Duza Gaming
1101,Fragbite Masters 2013,5,$836,Evil Geniuses
1102,Fragbite Masters 2013,5,$836,SaftKalasPojkarna
1103,Fragbite Masters 2013,5,$836,Gabe pls
1104,Fragbite Masters 2013,5,$836,Team Property
1105,Fragbite Masters 2013,5,$836,Fiskestanga
1106,Fragbite Masters 2013,5,$836,Team Menace.fi
1107,Fragbite Masters 2013,5,$836,No Big Deal
1108,Fragbite Masters 2013,5,$836,Turtle Masters
1109,Fragbite Masters 2013,5,$836,Sigma.int
1110,Fragbite Masters 2013,5,$836,RoX.KIS
1111,Fragbite Masters 2013,5,$836,Team Gillette
1112,Fragbite Masters 2013,5,$836,youBoat
1113,Fragbite Masters 2013,5,$836,Team Dignitas
1114,Netolic Pro League #4 West,1,"$6,000",Fnatic
1115,Netolic Pro League #4 West,2,"$3,000",RoX.KIS
1116,Netolic Pro League #4 West,3,"$1,000",mousesports
1117,Netolic Pro League #4 West,3,"$1,000",Super Strong Dinosaurs
1118,Netolic Pro League #4 West,3,"$1,000",Virtus.pro
1119,Netolic Pro League #4 West,3,"$1,000",Team Empire
1120,Netolic Pro League #4 West,3,"$1,000",Revenge eSports
1121,Netolic Pro League #4 West,3,"$1,000",Evil Geniuses
1122,Rapture Gaming Network League 2013/2014,1,"$8,000",First Departure
1123,Rapture Gaming Network League 2013/2014,2,"$2,400",Mineski
1124,Rapture Gaming Network League 2013/2014,3,"$1,600",Orange Esports
1125,Rapture Gaming Network League 2013/2014,4,$800,MiTH.Trust
1126,Rapture Gaming Network League 2013/2014,5,$400,Team Impervious
1127,Rapture Gaming Network League 2013/2014,6,$400,Titan
1128,Rapture Gaming Network League 2013/2014,7,$400,Awake
1129,Rapture Gaming Network League 2013/2014,8,$400,RisingStars
1130,Rapture Gaming Network League 2013/2014,9,$400,RattleSnake
1131,Rapture Gaming Network League 2013/2014,10,$400,Team Zenith
1132,Sina Cup Supernova Dota 2 Open/Season 2,1,"$8,208",Vici Gaming
1133,Sina Cup Supernova Dota 2 Open/Season 2,2,"$1,642",LGD Gaming
1134,Sina Cup Supernova Dota 2 Open/Season 2,3,$821,Invictus Gaming
1135,Sina Cup Supernova Dota 2 Open/Season 2,3,$821,Team DK
1136,Sina Cup Supernova Dota 2 Open/Season 2,3,$821,LGD International
1137,Sina Cup Supernova Dota 2 Open/Season 2,3,$821,For.Love
1138,Sina Cup Supernova Dota 2 Open/Season 2,3,$821,TongFu
1139,Sina Cup Supernova Dota 2 Open/Season 2,3,$821,Heart Get Together
1140,Sina Cup Supernova Dota 2 Open/Season 2,3,$821,DT^Club
1141,Sina Cup Supernova Dota 2 Open/Season 2,3,$821,TongFu.WanZhou
1142,Sina Cup Supernova Dota 2 Open/Season 2,3,$821,New Element
1143,Sina Cup Supernova Dota 2 Open/Season 2,3,$821,Titan
1144,MLG Fall Invitational,1,"$10,000",Team Dignitas
1145,MLG Fall Invitational,2,"$5,000",Typical Mistakes
1146,MLG Fall Invitational,2,"$5,000",The Joikernaught
1147,MLG Fall Invitational,2,"$5,000",noM
1148,Techlabs Cup 2013 Season 3,1,"$8,000",Natus Vincere
1149,Techlabs Cup 2013 Season 3,2,"$4,000",Power Rangers
1150,Techlabs Cup 2013 Season 3,3,"$2,000",Al'met
1151,Techlabs Cup 2013 Season 3,4,"$1,000",DD.Dota
1152,Sina Cup Supernova Dota 2 Open/Season 1,1,"$2,940",Invictus Gaming
1153,Sina Cup Supernova Dota 2 Open/Season 1,2,$980,TongFu
1154,Sina Cup Supernova Dota 2 Open/Season 1,3,$490,LGD Gaming
1155,Sina Cup Supernova Dota 2 Open/Season 1,3,$490,Vici Gaming
1156,Sina Cup Supernova Dota 2 Open/Season 1,3,$490,OguraYui 
1157,Sina Cup Supernova Dota 2 Open/Season 1,3,$490,Mineski
1158,Sina Cup Supernova Dota 2 Open/Season 1,3,$490,RattleSnake
1159,Sina Cup Supernova Dota 2 Open/Season 1,3,$490,New Element
1160,Techlabs Cup 2013 Season 2,1,"$5,000",Terrible Terrible Damage
1161,Techlabs Cup 2013 Season 2,2,"$3,000",Power Rangers
1162,Techlabs Cup 2013 Season 2,3,"$1,500",RoX.KIS
1163,Techlabs Cup 2013 Season 2,4,$500,Cascade
1164,Corsair Gaming Summer Tournament 2013,1,"$6,000",mousesports
1165,Corsair Gaming Summer Tournament 2013,2,"$2,500",Virtus.pro
1166,Corsair Gaming Summer Tournament 2013,3,"$1,500",Fnatic
1167,Corsair Gaming Summer Tournament 2013,3,"$1,500",iCCup
1168,Corsair Gaming Summer Tournament 2013,3,"$1,500",Evil Geniuses
1169,Corsair Gaming Summer Tournament 2013,3,"$1,500",Kaipi
1170,Corsair Gaming Summer Tournament 2013,3,"$1,500",Team Dignitas
1171,Corsair Gaming Summer Tournament 2013,3,"$1,500",Team Empire
1172,Corsair Gaming Summer Tournament 2013,3,"$1,500",RoX.KIS
1173,Corsair Gaming Summer Tournament 2013,3,"$1,500",TCM-Gaming
1174,Corsair Gaming Summer Tournament 2013,3,"$1,500",4 Friends + Chrillee
1175,Corsair Gaming Summer Tournament 2013,3,"$1,500",Flipsid3 Tactics
1176,Corsair Gaming Summer Tournament 2013,3,"$1,500",NEXT.kz
1177,Corsair Gaming Summer Tournament 2013,3,"$1,500",uebelst gamynG
1178,Corsair Gaming Summer Tournament 2013,3,"$1,500",Denial eSports
1179,Corsair Gaming Summer Tournament 2013,3,"$1,500",Keita Gaming
1180,AMD Premier League Season 2,1,"$3,000",Orange Esports
1181,AMD Premier League Season 2,2,"$1,500",Vici Gaming
1182,AMD Premier League Season 2,3,$500,RattleSnake
1183,AMD Premier League Season 2,3,$500,Team Zenith
1184,AMD Premier League Season 2,3,$500,Mineski
1185,AMD Premier League Season 2,3,$500,Netolic Gaming
1186,AMD Premier League Season 2,3,$500,MUFC
1187,AMD Premier League Season 2,3,$500,MiTH.Trust
1188,AMD Premier League Season 2,3,$500,1st.VN
1189,AMD Premier League Season 2,3,$500,Esports-MuXi
1190,AMD Premier League Season 2,3,$500,Gizmo Gaming
1191,AMD Premier League Season 2,3,$500,RisingStars
1192,AMD Premier League Season 2,3,$500,Tell Me Why
1193,AMD Premier League Season 2,3,$500,JoeNet
1194,AMD Premier League Season 2,3,$500,NeoES.G7
1195,AMD Premier League Season 2,3,$500,FXOpen e-Sports
1196,Nexon Starter League,1,"$8,600",FXOpen e-Sports
1197,Nexon Starter League,2,"$4,300",Eyes of Tiger
1198,Nexon Starter League,3,"$1,700",Bird Gang
1199,Nexon Starter League,3,"$1,700",Kellogg TigerPower
1200,Nexon Starter League,5,$865,Symphony 
1201,Nexon Starter League,5,$865,DCruX  
1202,Nexon Starter League,5,$865,Best Magic Skill 
1203,Nexon Starter League,5,$865,Desert Eagle 
1204,American Dota League Season 1,1,"$5,000",Team Liquid
1205,American Dota League Season 1,2,"$3,000",Evil Geniuses
1206,American Dota League Season 1,3,"$2,000",Denial eSports
1207,American Dota League Season 1,3,"$2,000",Team Dignitas
1208,American Dota League Season 1,3,"$2,000",Typical Mistakes
1209,American Dota League Season 1,3,"$2,000",Smeagol
1210,American Dota League Season 1,3,"$2,000",paiN Gaming.int
1211,American Dota League Season 1,3,"$2,000",paiN Gaming
1212,American Dota League Season 1,3,"$2,000",Insight eSports
1213,E2MAX L33t Championship,1,"$8,000",Team Zenith
1214,E2MAX L33t Championship,2,"$1,600",Orange Esports
1215,E2MAX L33t Championship,3,$800,MiTH.Trust
1216,E2MAX L33t Championship,3,$800,JoeNet
1217,Curse Dota 2 Invitational,1,"$5,000",Team Liquid
1218,Curse Dota 2 Invitational,2,"$3,000",Team Dignitas
1219,Curse Dota 2 Invitational,3,"$2,000",RoX.KIS
1220,Curse Dota 2 Invitational,3,"$2,000",Evil Geniuses
1221,Curse Dota 2 Invitational,3,"$2,000",mousesports
1222,Curse Dota 2 Invitational,3,"$2,000",Team Empire
1223,Curse Dota 2 Invitational,3,"$2,000",QPAD Red Pandas
1224,Curse Dota 2 Invitational,3,"$2,000",Natus Vincere
1225,AMD Premier League Season 1,1,"$3,000",TongFu
1226,AMD Premier League Season 1,2,"$1,500",Team Zenith
1227,AMD Premier League Season 1,3,$500,MUFC
1228,AMD Premier League Season 1,3,$500,RisingStars
1229,AMD Premier League Season 1,3,$500,Orange Esports
1230,AMD Premier League Season 1,3,$500,MiTH.Trust
1231,AMD Premier League Season 1,3,$500,RattleSnake
1232,AMD Premier League Season 1,3,$500,Mineski
1233,AMD Premier League Season 1,3,$500,Sunny side up
1234,AMD Premier League Season 1,3,$500,First Departure
1235,AMD Premier League Season 1,3,$500,Invasion e-Sports
1236,AMD Premier League Season 1,3,$500,JoeNet
1237,AMD Premier League Season 1,3,$500,Netolic.sg 
1238,AMD Premier League Season 1,3,$500,Neolution International
1239,AMD Premier League Season 1,3,$500,TNC Pro Team
1240,AMD Premier League Season 1,3,$500,Vici Gaming
1241,AMD Premier League Season 1,3,$500,Gameware
1242,AMD Premier League Season 1,3,$500,Malay AllStars
1243,AMD Premier League Season 1,3,$500,AkmA
1244,AMD Premier League Season 1,3,$500,Tell Me Why
1245,WePlay Dota2 League Season 1,1,"$5,000",Alliance
1246,WePlay Dota2 League Season 1,2,"$2,500",Evil Geniuses
1247,WePlay Dota2 League Season 1,3,"$1,200",Natus Vincere
1248,WePlay Dota2 League Season 1,3,"$1,200",Team Liquid
1249,WePlay Dota2 League Season 1,3,"$1,200",Team Dignitas
1250,WePlay Dota2 League Season 1,3,"$1,200",mousesports
1251,WePlay Dota2 League Season 1,3,"$1,200",QPAD Red Pandas
1252,WePlay Dota2 League Season 1,3,"$1,200",Fnatic.EU
1253,WePlay Dota2 League Season 1,3,"$1,200",Artyk Gaming
1254,WePlay Dota2 League Season 1,3,"$1,200",RoX.KIS
1255,WePlay Dota2 League Season 1,3,"$1,200",QPAD Red Pandas
1256,WePlay Dota2 League Season 1,3,"$1,200",Keita Gaming
1257,WePlay Dota2 League Season 1,3,"$1,200",4 Friends + Chrillee
1258,WePlay Dota2 League Season 1,3,"$1,200",TCM-Gaming
1259,WePlay Dota2 League Season 1,3,"$1,200",Team Empire
1260,WePlay Dota2 League Season 1,3,"$1,200",Fnatic.NA
1261,WePlay Dota2 League Season 1,3,"$1,200",Imperium Gamers
1262,WePlay Dota2 League Season 1,3,"$1,200",Absolute Legends
1263,WePlay Dota2 League Season 1,3,"$1,200",aL.Academy
1264,WePlay Dota2 League Season 1,3,"$1,200",The Retry
1265,WePlay Dota2 League Season 1,3,"$1,200",Isurus Gaming
1266,WePlay Dota2 League Season 1,3,"$1,200",Skill Difference
1267,WePlay Dota2 League Season 1,3,"$1,200",3DMAX
1268,WePlay Dota2 League Season 1,3,"$1,200",Aurochs
1269,WePlay Dota2 League Season 1,3,"$1,200",Eosin + 4
1270,WePlay Dota2 League Season 1,3,"$1,200",iCCup
1271,WePlay Dota2 League Season 1,3,"$1,200",NEXT.kz
